Biomarker	Function	Somatic_or_Germline_alteration	Alteration	Biomarker_basket
ATM	Loss-of-function	Somatic	SNV/indel	DDR
FANCA	Loss-of-function	Somatic	SNV/indel	DDR
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
MRE11	Loss-of-function	Somatic	SNV/indel	DDR
CDK4	Gain-of-function	Somatic	Overexpression	CC
CDK4	Gain-of-function	Somatic	Gain	CC
MDM2	Gain-of-function	Somatic	Gain	CC
MDM2	Gain-of-function	Somatic	Overexpression	CC
MDM2	Gain-of-function	Somatic	Gain	CC
MDM2	Gain-of-function	Somatic	Overexpression	CC
CDK4	Gain-of-function	Somatic	Overexpression	CC
CDK4	Gain-of-function	Somatic	Gain	CC
DDR2	Gain-of-function	Somatic	Overexpression	TK
EPHA5	Gain-of-function	Somatic	Overexpression	TK
PDGFRB	Gain-of-function	Somatic	Overexpression	TK
CD274	Gain-of-function	Somatic	Overexpression	IE
CDK6	Gain-of-function	Somatic	Overexpression	CC
CDKN1A	Loss-of-function	Somatic	Underexpression	CC
CDKN1A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Underexpression	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
ARDI1A	Loss-of-function	Somatic	SNV/indel	NA
BRCA1	Loss-of-function	Germline	SNV/indel	DDR
MSI	Composite biomarker	Somatic	MSI	NA
TMB	Composite biomarker	Somatic	Positive	IE
TP53	Loss-of-function	Somatic	SNV/indel	CC
MYC	Gain-of-function	Somatic	Gain	CC
NF1	Loss-of-function	Somatic	Deletion	RME
NF1	Loss-of-function	Somatic	Deletion	RME
PIK3CA	Gain-of-function	Somatic	Gain	PAM
PIK3CA	Gain-of-function	Somatic	Overexpression	PAM
NF1	Loss-of-function	Somatic	Deletion	RME
BRCA1	Loss-of-function	Germline	NA	DDR
PMS1	Loss-of-function	Somatic	SNV/indel	DDR
TMB	Composite biomarker	Somatic	Positive	IE
FGFR1	Gain-of-function	Somatic	Gain	TK
HGF	Gain-of-function	Somatic	Gain	TK
KDR	Gain-of-function	Somatic	Gain	TK
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
VEGFB	Gain-of-function	Somatic	Gain	TK
NF2	Loss-of-function	Somatic	Deletion	PAM
SMARCB1	Loss-of-function	Somatic	Deletion	DEV
ERBB2	Gain-of-function	Somatic	Gain	TK
ERBB2	Gain-of-function	Somatic	Overexpression	TK
KIT	Gain-of-function	Somatic	SNV/indel	TK
DDR2	Gain-of-function	Somatic	Overexpression	TK
EPHA3	Gain-of-function	Somatic	Overexpression	TK
CD274	Gain-of-function	Somatic	Overexpression	IE
CTLA4	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
PDCD1LG2	Gain-of-function	Somatic	Overexpression	IE
STK11	Loss-of-function	Somatic	SNV/indel	PAM
AURKA	Gain-of-function	Somatic	Overexpression	CC
CDK1	Gain-of-function	Somatic	Overexpression	CC
EGFR	Gain-of-function	Somatic	Gain	TK
EGFR	Gain-of-function	Somatic	Overexpression	TK
EGFR	Gain-of-function	Somatic	SNV/indel	TK
ATM	Loss-of-function	Somatic	Underexpression	DDR
BAP1	Loss-of-function	Germline	Deletion	DDR
BAP1	Loss-of-function	Germline	SNV/indel	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Underexpression	DDR
NBN	Loss-of-function	Germline	Deletion	DDR
NBN	Loss-of-function	Germline	SNV/indel	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SBS3	Composite biomarker	Germline	Mutational signature	DDR
TP53	Loss-of-function	Germline	NA	CC
BAP1	Loss-of-function	Germline	NA	DDR
NBN	Loss-of-function	Germline	NA	DDR
ATM	Loss-of-function	Somatic	Underexpression	DDR
ATM	Loss-of-function	Somatic	Deletion	DDR
ATR	Loss-of-function	Somatic	Deletion	DDR
ATR	Loss-of-function	Somatic	Underexpression	DDR
FANCA	Loss-of-function	Somatic	Deletion	DDR
FANCA	Loss-of-function	Somatic	Underexpression	DDR
FANCE	Loss-of-function	Somatic	Underexpression	DDR
FANCE	Loss-of-function	Somatic	Deletion	DDR
FANCG	Loss-of-function	Somatic	Deletion	DDR
FANCG	Loss-of-function	Somatic	Underexpression	DDR
MRE11	Loss-of-function	Somatic	Deletion	DDR
MRE11	Loss-of-function	Somatic	Underexpression	DDR
RAD54L	Loss-of-function	Somatic	Underexpression	DDR
RAD54L	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
FGFR3	Gain-of-function	Somatic	Overexpression	TK
TRPS1	Gain-of-function	Somatic	Gain	NA
TRPS1	Gain-of-function	Somatic	Overexpression	NA
VEGFA	Gain-of-function	Somatic	Overexpression	TK
BRAF	Gain-of-function	Somatic	SNV/indel	RME
TMB	Composite biomarker	Somatic	Positive	IE
RAF1	Gain-of-function	Somatic	SNV/indel	RME
BRCA2	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Underexpression	DDR
CDK12	Loss-of-function	Somatic	Underexpression	DDR
FANCD2	Loss-of-function	Somatic	Underexpression	DDR
FANCD2	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	NA	Mutational signature	DDR
PDGFA	Gain-of-function	Somatic	Gain	TK
PDGFB	Gain-of-function	Somatic	Gain	TK
PDGFB	Gain-of-function	Somatic	Overexpression	TK
PDGFRA	Gain-of-function	Somatic	Gain	TK
PDGFRB	Gain-of-function	Somatic	Gain	TK
PDGFRB	Gain-of-function	Somatic	Overexpression	TK
SHH	Gain-of-function	Somatic	SNV/indel	DEV
NA	NA	NA	NA	NA
ATM	Loss-of-function	Somatic	Deletion	DDR
ATM	Loss-of-function	Somatic	Underexpression	DDR
ATR	Loss-of-function	Somatic	Deletion	DDR
ATR	Loss-of-function	Somatic	Underexpression	DDR
ATRX	Loss-of-function	Somatic	Underexpression	OTH
CHEK1	Loss-of-function	Somatic	Underexpression	DDR
CHEK1	Loss-of-function	Somatic	Deletion	DDR
FANCA	Loss-of-function	Somatic	Deletion	DDR
FANCA	Loss-of-function	Somatic	Underexpression	DDR
FANCC	Loss-of-function	Somatic	Deletion	DDR
FANCD2	Loss-of-function	Somatic	Underexpression	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
MRE11	Loss-of-function	Somatic	Underexpression	DDR
MRE11	Loss-of-function	Somatic	Deletion	DDR
RAD18	Loss-of-function	Somatic	Underexpression	DDR
RAD51	Loss-of-function	Somatic	Underexpression	DDR
XRCC2	Loss-of-function	Somatic	Underexpression	DDR
ATM	Loss-of-function	Somatic	Deletion	DDR
ATM	Loss-of-function	Somatic	Underexpression	DDR
ATR	Loss-of-function	Somatic	Deletion	DDR
ATR	Loss-of-function	Somatic	Underexpression	DDR
ATRX	Loss-of-function	Somatic	Underexpression	OTH
CHEK1	Loss-of-function	Somatic	Underexpression	DDR
CHEK1	Loss-of-function	Somatic	Deletion	DDR
FANCA	Loss-of-function	Somatic	Underexpression	DDR
FANCA	Loss-of-function	Somatic	Deletion	DDR
FANCC	Loss-of-function	Somatic	Deletion	DDR
FANCD2	Loss-of-function	Somatic	Underexpression	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
MRE11	Loss-of-function	Somatic	Deletion	DDR
MRE11	Loss-of-function	Somatic	Underexpression	DDR
RAD18	Loss-of-function	Somatic	Underexpression	DDR
RAD51	Loss-of-function	Somatic	Underexpression	DDR
XRCC2	Loss-of-function	Somatic	Underexpression	DDR
MAGEA3	Gain-of-function	Somatic	Overexpression	IE
CDC73	Gain-of-function	Somatic	Underexpression	CC
CDKN2A	Loss-of-function	Somatic	Underexpression	CC
CDKN2B	Loss-of-function	Somatic	Underexpression	CC
GRM1	Gain-of-function	Somatic	Overexpression	OTH
HGF	Gain-of-function	Somatic	SNV/indel	TK
FLT3	Gain-of-function	Somatic	SNV/indel	TK
FLT3	Gain-of-function	Somatic	SNV/indel	TK
FLT3	Gain-of-function	Somatic	Overexpression	TK
FLT3	Gain-of-function	Somatic	SNV/indel	TK
FLT3	Gain-of-function	Somatic	SNV/indel	TK
FLT3	Gain-of-function	Somatic	Overexpression	TK
DNMT3A	Loss-of-function	Somatic	SNV/indel	OTH
DNMT3A	Loss-of-function	Somatic	SNV/indel	OTH
NA	NA	NA	NA	NA
NRG1	Gain-of-function	Somatic	Fusion	TK
NRG1	Gain-of-function	Somatic	Fusion	TK
NA	NA	NA	NA	NA
BRCA1	Loss-of-function	Somatic	Deletion	DDR
FANCG	Loss-of-function	Somatic	Deletion	DDR
RAD51C	Loss-of-function	Somatic	Deletion	DDR
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
NA	NA	NA	NA	NA
MYB	Gain-of-function	Somatic	Fusion	OTH
NFIB	Gain-of-function	Somatic	Fusion	OTH
MYB	Gain-of-function	Somatic	Fusion	OTH
NFIB	Gain-of-function	Somatic	Fusion	OTH
CHEK1	Loss-of-function	Somatic	Deletion	DDR
CHEK1	Loss-of-function	Somatic	Underexpression	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
FGFR1	Gain-of-function	Somatic	Gain	TK
FGFR2	Gain-of-function	Somatic	Gain	TK
IGF1R	Gain-of-function	Somatic	Gain	TK
KIT	Gain-of-function	Somatic	Overexpression	TK
PDGFA	Gain-of-function	Somatic	Gain	TK
PDGFB	Gain-of-function	Somatic	Gain	TK
PDGFRA	Gain-of-function	Somatic	Gain	TK
PDGFRA	Gain-of-function	Somatic	Overexpression	TK
RET	Gain-of-function	Somatic	Gain	TK
ROS1	Gain-of-function	Somatic	Gain	TK
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
BRCA2	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
NA	NA	NA	NA	NA
NF1	Loss-of-function	Somatic	SNV/indel	RME
TSC2	Loss-of-function	Somatic	Deletion	PAM
FANCD2	Loss-of-function	Somatic	Deletion	DDR
FANCD2	Loss-of-function	Somatic	SNV/indel	DDR
MEN1	Loss-of-function	Somatic	SNV/indel	OTH
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
CD274	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
PDCD1LG2	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Positive	IE
CD274	Gain-of-function	Somatic	Overexpression	IE
HRD	Composite biomarker	Somatic	Positive	DDR
PDCD1	Gain-of-function	Somatic	Overexpression	IE
PDCD1LG2	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Positive	IE
CD274	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
PDCD1LG2	Gain-of-function	Somatic	Overexpression	IE
SMARCA4	Loss-of-function	Somatic	SNV/indel	DEV
TMB	Composite biomarker	Somatic	Positive	IE
SMARCA4	Loss-of-function	Somatic	SNV/indel	DEV
CDK6	Gain-of-function	Somatic	Gain	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
STAT5B	Gain-of-function	Somatic	SNV/indel	OTH
ATM	Loss-of-function	Somatic	Underexpression	DDR
BRCA2	Loss-of-function	Somatic	Underexpression	DDR
MRE11	Loss-of-function	Somatic	Underexpression	DDR
PDGFA	Gain-of-function	Somatic	Overexpression	TK
RET	Gain-of-function	Somatic	Overexpression	TK
PDGFRA	Gain-of-function	Somatic	SNV/indel	TK
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
PTEN	Loss-of-function	Somatic	Deletion	PAM
BRCA2	Loss-of-function	Somatic	Deletion	DDR
FANCA	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
MYCL	Gain-of-function	Somatic	Overexpression	CC
EGFR	Gain-of-function	Somatic	Overexpression	TK
NA	NA	NA	NA	NA
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
PTEN	Loss-of-function	Somatic	Deletion	PAM
PTEN	Loss-of-function	Somatic	Underexpression	PAM
RPTOR	Gain-of-function	Somatic	Overexpression	PAM
BAP1	Loss-of-function	Somatic	Deletion	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
PNKP	Loss-of-function	Somatic	Deletion	DDR
PNKP	Loss-of-function	Somatic	Underexpression	DDR
PTEN	Loss-of-function	Somatic	Deletion	PAM
PTEN	Loss-of-function	Somatic	Underexpression	PAM
RAD18	Loss-of-function	Somatic	Deletion	DDR
RAD18	Loss-of-function	Somatic	Underexpression	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
PARP1	Gain-of-function	Somatic	SNV/indel	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
ATR	Loss-of-function	Somatic	SNV/indel	DDR
ATRX	Loss-of-function	Somatic	Fusion	OTH
MAGT1	Loss-of-function	Somatic	Fusion	NA
AKT1	Gain-of-function	Somatic	SNV/indel	PAM
FGFR1	Gain-of-function	Somatic	Gain	TK
ATM	Loss-of-function	Somatic	Deletion	DDR
ATM	Loss-of-function	Somatic	Underexpression	DDR
ATR	Loss-of-function	Somatic	Underexpression	DDR
ATR	Loss-of-function	Somatic	Deletion	DDR
BAP1	Loss-of-function	Somatic	Deletion	DDR
BAP1	Loss-of-function	Somatic	Underexpression	DDR
FANCC	Loss-of-function	Germline	SNV/indel	DDR
FANCI	Loss-of-function	Germline	SNV/indel	DDR
SMARCB1	Loss-of-function	Somatic	Deletion	DEV
SMARCB1	Loss-of-function	Somatic	Underexpression	DEV
NA	NA	NA	NA	NA
RET	Gain-of-function	Somatic	SNV/indel	TK
BRCA1	Loss-of-function	Germline	SNV/indel	DDR
CHEK1	Loss-of-function	Germline	SNV/indel	DDR
CTLA4	Gain-of-function	Somatic	Overexpression	IE
FANCM	Loss-of-function	Somatic	Deletion	DDR
HRD	Composite biomarker	Germline	Positive	DDR
MAP3K1	Loss-of-function	Somatic	Deletion	RME
MAP3K1	Loss-of-function	Somatic	SNV/indel	RME
MSH6	Loss-of-function	Somatic	SNV/indel	DDR
SBS13	Composite biomarker	Somatic	Mutational signature	NA
SBS2	Composite biomarker	Somatic	Mutational signature	NA
STK11	Loss-of-function	Somatic	Deletion	PAM
TMB	Composite biomarker	Somatic	Positive	IE
SMAD4	Loss-of-function	Somatic	Deletion	DEV
SMAD4	Loss-of-function	Somatic	Underexpression	DEV
STK11	Loss-of-function	Somatic	Deletion	PAM
PDGFA	Gain-of-function	Somatic	Gain	TK
PDGFA	Gain-of-function	Somatic	Overexpression	TK
PDGFRA	Gain-of-function	Somatic	Overexpression	TK
PDGFRA	Gain-of-function	Somatic	Gain	TK
FANCA	Loss-of-function	Somatic	SNV/indel	DDR
MAPK12	Loss-of-function	Somatic	Deletion	DDR
NA	NA	NA	NA	NA
NF1	Loss-of-function	Somatic	Deletion	RME
PTEN	Loss-of-function	Somatic	SNV/indel	PAM
NA	NA	NA	NA	NA
PTEN	Loss-of-function	Somatic	Deletion	PAM
CDKN2A	Loss-of-function	Somatic	Deletion	CC
NTRK3	Gain-of-function	Somatic	SNV/indel	TK
ATM	Loss-of-function	Somatic	SNV/indel	DDR
ERBB2	Gain-of-function	Somatic	Overexpression	TK
AKT2	Gain-of-function	Somatic	Overexpression	PAM
RPTOR	Gain-of-function	Somatic	Overexpression	PAM
ERBB2	Gain-of-function	Somatic	Overexpression	TK
NRG1	Gain-of-function	Somatic	Overexpression	TK
NRG2	Gain-of-function	Somatic	Gain	TK
RET	Gain-of-function	Somatic	Overexpression	TK
RET	Gain-of-function	Somatic	Gain	TK
NF1	Loss-of-function	Somatic	SNV/indel	RME
NF1	Loss-of-function	Somatic	SNV/indel	RME
MYB	Gain-of-function	Somatic	Overexpression	OTH
MYB	Gain-of-function	Somatic	Fusion	OTH
NFIB	Gain-of-function	Somatic	Fusion	OTH
NFIB	Gain-of-function	Somatic	Overexpression	OTH
MYB	Gain-of-function	Somatic	Fusion	OTH
MYB	Gain-of-function	Somatic	Overexpression	OTH
NFIB	Gain-of-function	Somatic	Overexpression	OTH
NFIB	Gain-of-function	Somatic	Fusion	OTH
NOTCH1	Gain-of-function	Somatic	Overexpression	DEV
NOTCH1	Gain-of-function	Somatic	SNV/indel	DEV
ARID1A	Loss-of-function	Somatic	SNV/indel	OTH
FGFR2	Gain-of-function	Somatic	Overexpression	TK
KIT	Gain-of-function	Somatic	Overexpression	TK
NRG2	Gain-of-function	Somatic	Overexpression	TK
NTRK3	Gain-of-function	Somatic	Overexpression	TK
ARID1A	Loss-of-function	Somatic	SNV/indel	OTH
NA	NA	NA	NA	NA
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
DDR1	Gain-of-function	Somatic	Overexpression	TK
ERBB2	Gain-of-function	Somatic	Overexpression	TK
FGFR4	Gain-of-function	Somatic	Overexpression	TK
TMB	Composite biomarker	NA	Positive	IE
MDM2	Gain-of-function	Somatic	Gain	CC
MDM2	Gain-of-function	Somatic	Overexpression	CC
FGF3	Gain-of-function	Somatic	Overexpression	TK
FGF3	Gain-of-function	Somatic	Gain	TK
FGFR2	Gain-of-function	Somatic	Gain	TK
FGFR2	Gain-of-function	Somatic	Overexpression	TK
FGFR4	Gain-of-function	Somatic	Overexpression	TK
CLDN18	Gain-of-function	Somatic	Overexpression	IE
CDH1	Loss-of-function	Germline	NA	OTH
TMB	Composite biomarker	Somatic	Positive	IE
NF1	Loss-of-function	Somatic	SNV/indel	RME
RASA1	Loss-of-function	Somatic	Deletion	RME
FGFR1	Gain-of-function	Somatic	Gain	TK
FGFR1	Gain-of-function	Somatic	Overexpression	TK
ATM	Loss-of-function	Somatic	Underexpression	DDR
MUTYH	Loss-of-function	Germline	NA	DDR
FLT1	Gain-of-function	Somatic	Overexpression	TK
FLT4	Gain-of-function	Somatic	Overexpression	TK
KDR	Gain-of-function	Somatic	Overexpression	TK
ADRB1	Gain-of-function	Somatic	Overexpression	NA
ADRB2	Gain-of-function	Somatic	Overexpression	NA
CD274	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Positive	IE
BRAF	Gain-of-function	Somatic	SNV/indel	RME
FGF3	Gain-of-function	Somatic	Overexpression	TK
FGF3	Gain-of-function	Somatic	Gain	TK
FGF4	Gain-of-function	Somatic	Gain	TK
FGF4	Gain-of-function	Somatic	Overexpression	TK
FGFR1	Gain-of-function	Somatic	Overexpression	TK
FGFR1	Gain-of-function	Somatic	Gain	TK
SMARCB1	Loss-of-function	Somatic	Deletion	DEV
SMARCB1	Loss-of-function	Somatic	Underexpression	DEV
FGFR1	Gain-of-function	Somatic	Overexpression	TK
FLT1	Gain-of-function	Somatic	Overexpression	TK
NTRK1	Gain-of-function	Somatic	Overexpression	TK
APC	Loss-of-function	Germline	SNV/indel	DEV
NA	NA	NA	NA	NA
APC	Loss-of-function	Germline	NA	DEV
SMARCB1	Loss-of-function	Somatic	Deletion	DEV
SMARCB1	Loss-of-function	Somatic	Deletion	DEV
ATM	Loss-of-function	Germline	NA	DDR
ATM	Loss-of-function	Germline	SNV/indel	DDR
SMARCB1	Loss-of-function	Somatic	Deletion	DEV
SMARCB1	Loss-of-function	Somatic	Deletion	DEV
NF2	Loss-of-function	Somatic	Deletion	PAM
ATM	Loss-of-function	Germline	SNV/indel	DDR
SBS3	Composite biomarker	Germline	Mutational signature	DDR
SMARCB1	Loss-of-function	Somatic	Deletion	DEV
SMARCB1	Loss-of-function	Somatic	Underexpression	DEV
NF2	Loss-of-function	Somatic	Deletion	PAM
SMARCB1	Loss-of-function	Somatic	Underexpression	DEV
SMARCB1	Loss-of-function	Somatic	Deletion	DEV
ERBB2	Gain-of-function	Somatic	Gain	TK
ERBB2	Gain-of-function	Somatic	Overexpression	TK
BAP1	Loss-of-function	Somatic	SNV/indel	DDR
PTEN	Loss-of-function	Somatic	SNV/indel	PAM
VHL	Loss-of-function	Somatic	SNV/indel	PAM
BAP1	Loss-of-function	Somatic	SNV/indel	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
VHL	Loss-of-function	Somatic	SNV/indel	PAM
HRD	Composite biomarker	Somatic	Positive	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
TMB	Composite biomarker	Somatic	Positive	IE
CDK4	Gain-of-function	Somatic	Gain	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
MDM2	Gain-of-function	Somatic	Gain	CC
FIP1L1	Gain-of-function	Somatic	Fusion	NA
PDGFRA	Gain-of-function	Somatic	Fusion	TK
FYN	Gain-of-function	Somatic	Overexpression	TK
LCK	Gain-of-function	Somatic	Overexpression	TK
ERBB4	Gain-of-function	Somatic	Overexpression	TK
NA	NA	NA	NA	NA
BRAF	Gain-of-function	Somatic	SNV/indel	RME
BRAF	Gain-of-function	Somatic	SNV/indel	RME
TMB	Composite biomarker	NA	Positive	IE
ERBB2	Gain-of-function	Somatic	Overexpression	TK
ERBB4	Gain-of-function	Somatic	SNV/indel	TK
SMARCB1	Loss-of-function	Somatic	SNV/indel	DEV
SUFU	Loss-of-function	Somatic	Deletion	DEV
SUFU	Loss-of-function	Somatic	Deletion	DEV
FGFR1	Gain-of-function	Somatic	Gain	TK
PTPN12	Loss-of-function	Somatic	SNV/indel	TK
TMB	Composite biomarker	NA	Positive	IE
NRAS	Gain-of-function	Somatic	SNV/indel	RME
CDKN2A	Loss-of-function	Somatic	Deletion	CC
NA	NA	NA	NA	NA
DDR1	Gain-of-function	Somatic	Overexpression	TK
PDGFRA	Gain-of-function	Somatic	Overexpression	TK
WRN	Loss-of-function	Germline	NA	DDR
BRCA1	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
CDK12	Loss-of-function	Somatic	Deletion	DDR
RAD51C	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
ERBB3	Gain-of-function	Somatic	Overexpression	TK
KRAS	Gain-of-function	Somatic	SNV/indel	RME
TMB	Composite biomarker	Somatic	Positive	IE
CLDN18	Gain-of-function	Somatic	Overexpression	IE
PTCH1	Loss-of-function	Somatic	SNV/indel	DEV
KRAS	Gain-of-function	Somatic	SNV/indel	RME
CD274	Gain-of-function	Somatic	Underexpression	IE
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
KRAS	Gain-of-function	Somatic	SNV/indel	RME
MYB	Gain-of-function	Somatic	Overexpression	OTH
KRAS	Gain-of-function	Somatic	SNV/indel	RME
AURKA	Gain-of-function	Somatic	Overexpression	CC
AURKA	Gain-of-function	Somatic	Gain	CC
IDH1	Gain-of-function	Somatic	SNV/indel	OTH
IDH1	Gain-of-function	Somatic	SNV/indel	OTH
CLDN18	Gain-of-function	Somatic	Overexpression	IE
PTEN	Loss-of-function	Somatic	SNV/indel	PAM
PIK3R1	Loss-of-function	Somatic	SNV/indel	PAM
FGFR2	Gain-of-function	Somatic	Overexpression	TK
KIT	Gain-of-function	Somatic	Overexpression	TK
PDGFA	Gain-of-function	Somatic	Overexpression	TK
PDGFRA	Gain-of-function	Somatic	Overexpression	TK
MYBL1	Gain-of-function	Somatic	Fusion	NA
NFIB	Gain-of-function	Somatic	Fusion	OTH
BCL2	Gain-of-function	Somatic	SNV/indel	OTH
PTEN	Loss-of-function	Somatic	SNV/indel	PAM
ARID1A	Loss-of-function	Somatic	SNV/indel	OTH
KMT2D	Loss-of-function	Somatic	SNV/indel	OTH
ETV6	Gain-of-function	Somatic	Fusion	NA
ETV6	Gain-of-function	Somatic	SNV/indel	NA
NTRK3	Gain-of-function	Somatic	SNV/indel	TK
NTRK3	Gain-of-function	Somatic	Fusion	TK
PTEN	Loss-of-function	Somatic	SNV/indel	PAM
CTAG1B	Gain-of-function	Somatic	Overexpression	IE
KDR	Gain-of-function	Somatic	Overexpression	TK
NTRK2	Gain-of-function	Somatic	Overexpression	TK
PDGFB	Gain-of-function	Somatic	Overexpression	TK
PDGFRB	Gain-of-function	Somatic	Overexpression	TK
RET	Gain-of-function	Somatic	Overexpression	TK
PTEN	Loss-of-function	Somatic	SNV/indel	PAM
RET	Gain-of-function	Somatic	Overexpression	TK
VEGFA	Gain-of-function	Somatic	Overexpression	TK
CTAG1B	Gain-of-function	Somatic	Overexpression	IE
DDIT3	Gain-of-function	Somatic	Fusion	OTH
FUS	Gain-of-function	Somatic	Fusion	OTH
DDIT3	Gain-of-function	Somatic	Fusion	OTH
FUS	Gain-of-function	Somatic	Fusion	OTH
ABL1	Gain-of-function	Somatic	Overexpression	RME
CSF1R	Gain-of-function	Somatic	Overexpression	TK
FGFR2	Gain-of-function	Somatic	Overexpression	TK
NRG2	Gain-of-function	Somatic	Overexpression	TK
NTRK2	Gain-of-function	Somatic	Overexpression	TK
RET	Gain-of-function	Somatic	Overexpression	TK
DDIT3	Gain-of-function	Somatic	Fusion	OTH
FUS	Gain-of-function	Somatic	Fusion	OTH
NA	NA	NA	NA	NA
FGF3	Gain-of-function	Somatic	Gain	TK
FGF3	Gain-of-function	Somatic	Overexpression	TK
FGFR1	Gain-of-function	Somatic	Gain	TK
PDGFRA	Gain-of-function	Somatic	Gain	TK
PDGFRA	Gain-of-function	Somatic	Overexpression	TK
NF2	Loss-of-function	Somatic	Fusion	PAM
POLR2J3	Loss-of-function	Somatic	Fusion	NA
SS18	Loss-of-function	Somatic	Fusion	OTH
SSX1	Loss-of-function	Somatic	Fusion	OTH
CTAG1B	Gain-of-function	Somatic	Overexpression	IE
CTAG1B	Gain-of-function	Somatic	Overexpression	IE
FGFR1	Gain-of-function	Somatic	Overexpression	TK
FGFR2	Gain-of-function	Somatic	Overexpression	TK
KDR	Gain-of-function	Somatic	Gain	TK
KIT	Gain-of-function	Somatic	Overexpression	TK
